Date,Dividend
1995-12-13 00:00:00-05:00,0.49
1996-03-13 00:00:00-05:00,0.49
1996-06-12 00:00:00-04:00,0.49
1996-09-12 00:00:00-04:00,0.49
1996-12-12 00:00:00-05:00,0.3
1997-03-12 00:00:00-05:00,0.3
1997-06-12 00:00:00-04:00,0.3
1997-09-11 00:00:00-04:00,0.3
1997-12-11 00:00:00-05:00,0.3
1998-03-12 00:00:00-05:00,0.3
1998-06-11 00:00:00-04:00,0.3
1998-09-11 00:00:00-04:00,0.3
1998-12-11 00:00:00-05:00,0.3
1999-03-11 00:00:00-05:00,0.3
1999-06-11 00:00:00-04:00,0.3
1999-09-13 00:00:00-04:00,0.3
1999-12-13 00:00:00-05:00,0.3
2000-03-13 00:00:00-05:00,0.3
2000-06-13 00:00:00-04:00,0.3
2000-09-13 00:00:00-04:00,0.3
2000-12-13 00:00:00-05:00,0.3
2005-03-29 00:00:00-05:00,0.3
2005-06-28 00:00:00-04:00,0.3
2005-09-29 00:00:00-04:00,0.3
2005-10-05 00:00:00-04:00,0.3
2005-12-28 00:00:00-05:00,0.33
2006-03-29 00:00:00-05:00,0.33
2006-06-29 00:00:00-04:00,0.33
2006-09-28 00:00:00-04:00,0.33
2006-12-27 00:00:00-05:00,0.33
2007-03-28 00:00:00-04:00,0.36
2007-06-28 00:00:00-04:00,0.36
2007-09-27 00:00:00-04:00,0.36
2007-12-27 00:00:00-05:00,0.36
2008-03-27 00:00:00-04:00,0.39
2008-06-26 00:00:00-04:00,0.39
2008-09-26 00:00:00-04:00,0.39
2008-12-29 00:00:00-05:00,0.39
2009-03-27 00:00:00-04:00,0.42
2009-06-26 00:00:00-04:00,0.42
2009-09-28 00:00:00-04:00,0.42
2009-12-29 00:00:00-05:00,0.42
2010-03-29 00:00:00-04:00,0.455
2010-06-28 00:00:00-04:00,0.455
2010-09-28 00:00:00-04:00,0.455
2010-12-29 00:00:00-05:00,0.455
2011-03-29 00:00:00-04:00,0.455
2011-06-28 00:00:00-04:00,0.455
2011-09-29 00:00:00-04:00,0.455
2011-12-28 00:00:00-05:00,0.455
2012-03-28 00:00:00-04:00,0.455
2012-06-28 00:00:00-04:00,0.455
2012-09-27 00:00:00-04:00,0.455
2012-12-27 00:00:00-05:00,0.455
2013-03-26 00:00:00-04:00,0.455
2013-06-27 00:00:00-04:00,0.455
2013-09-26 00:00:00-04:00,0.455
2013-12-27 00:00:00-05:00,0.455
2014-03-27 00:00:00-04:00,0.455
2014-06-26 00:00:00-04:00,0.455
2014-09-26 00:00:00-04:00,0.455
2014-12-29 00:00:00-05:00,0.455
2015-03-27 00:00:00-04:00,0.455
2015-06-26 00:00:00-04:00,0.455
2015-09-28 00:00:00-04:00,0.455
2015-12-29 00:00:00-05:00,0.455
2016-03-29 00:00:00-04:00,0.455
2016-06-28 00:00:00-04:00,0.49
2016-09-28 00:00:00-04:00,0.49
2016-12-28 00:00:00-05:00,0.49
2017-03-29 00:00:00-04:00,0.49
2017-06-28 00:00:00-04:00,0.53
2017-09-28 00:00:00-04:00,0.53
2023-12-28 00:00:00-05:00,0.01
2024-03-27 00:00:00-04:00,0.01
2024-06-28 00:00:00-04:00,0.01
2024-09-30 00:00:00-04:00,0.01
