Date,Dividend
1987-02-23 00:00:00-05:00,0.196148
1987-05-14 00:00:00-04:00,0.196148
1987-08-20 00:00:00-04:00,0.196148
1987-11-05 00:00:00-05:00,0.196148
1988-02-29 00:00:00-05:00,0.196148
1988-05-19 00:00:00-04:00,0.196148
1988-08-18 00:00:00-04:00,0.196148
1988-11-09 00:00:00-05:00,0.196148
1989-02-15 00:00:00-05:00,0.196148
1989-05-18 00:00:00-04:00,0.196148
1989-08-17 00:00:00-04:00,0.196148
1989-11-09 00:00:00-05:00,0.196148
1990-02-14 00:00:00-05:00,0.196148
1990-05-17 00:00:00-04:00,0.10699
1990-08-16 00:00:00-04:00,0.10699
1990-11-07 00:00:00-05:00,0.10699
1991-02-13 00:00:00-05:00,0.10699
1991-05-16 00:00:00-04:00,0.10699
1991-08-15 00:00:00-04:00,0.10699
1991-11-06 00:00:00-05:00,0.115906
1992-02-20 00:00:00-05:00,0.115906
1992-05-20 00:00:00-04:00,0.115906
1992-08-20 00:00:00-04:00,0.115906
1992-11-05 00:00:00-05:00,0.124822
1993-02-18 00:00:00-05:00,0.124822
1993-05-20 00:00:00-04:00,0.124822
1993-08-19 00:00:00-04:00,0.124822
1993-11-04 00:00:00-05:00,0.124822
1994-02-16 00:00:00-05:00,0.135521
1994-05-19 00:00:00-04:00,0.135521
1994-08-18 00:00:00-04:00,0.135521
1994-11-03 00:00:00-05:00,0.144437
1995-02-15 00:00:00-05:00,0.144437
1995-05-18 00:00:00-04:00,0.144437
1995-08-21 00:00:00-04:00,0.144437
1995-11-13 00:00:00-05:00,0.155136
1996-02-16 00:00:00-05:00,0.155136
1996-05-22 00:00:00-04:00,0.155136
1996-08-21 00:00:00-04:00,0.155136
1996-11-13 00:00:00-05:00,0.160485
1997-02-18 00:00:00-05:00,0.160485
1997-05-21 00:00:00-04:00,0.160485
1997-08-20 00:00:00-04:00,0.160485
1997-11-12 00:00:00-05:00,0.160485
1998-02-18 00:00:00-05:00,0.089158
1998-05-20 00:00:00-04:00,0.089158
1998-08-19 00:00:00-04:00,0.089158
1998-11-10 00:00:00-05:00,0.089158
1999-02-18 00:00:00-05:00,0.089158
1999-05-26 00:00:00-04:00,0.089158
1999-08-25 00:00:00-04:00,0.089158
1999-11-10 00:00:00-05:00,0.089158
2000-02-23 00:00:00-05:00,0.089158
2000-05-25 00:00:00-04:00,0.089158
2000-08-28 00:00:00-04:00,0.089158
2000-10-23 00:00:00-04:00,0.056348
2001-02-13 00:00:00-05:00,0.197218
2001-05-11 00:00:00-04:00,0.150856
2001-08-13 00:00:00-04:00,0.150856
2001-11-13 00:00:00-05:00,0.150856
2002-02-13 00:00:00-05:00,0.156919
2002-05-13 00:00:00-04:00,0.156919
2002-08-13 00:00:00-04:00,0.156919
2002-11-13 00:00:00-05:00,0.156919
2003-02-12 00:00:00-05:00,0.164051
2003-05-13 00:00:00-04:00,0.164051
2003-08-13 00:00:00-04:00,0.178317
2003-11-12 00:00:00-05:00,0.178317
2004-02-11 00:00:00-05:00,0.196148
2004-05-12 00:00:00-04:00,0.196148
2004-08-11 00:00:00-04:00,0.217546
2004-11-10 00:00:00-05:00,0.285307
2005-02-11 00:00:00-05:00,0.285307
2005-05-11 00:00:00-04:00,0.285307
2005-08-11 00:00:00-04:00,0.285307
2005-11-10 00:00:00-05:00,0.285307
2006-02-13 00:00:00-05:00,0.285307
2006-05-11 00:00:00-04:00,0.285307
2006-08-11 00:00:00-04:00,0.285307
2006-11-13 00:00:00-05:00,0.285307
2007-02-13 00:00:00-05:00,0.313837
2007-05-11 00:00:00-04:00,0.313837
2007-08-13 00:00:00-04:00,0.313837
2007-11-13 00:00:00-05:00,0.313837
2008-02-13 00:00:00-05:00,0.356633
2008-05-13 00:00:00-04:00,0.356633
2008-08-13 00:00:00-04:00,0.356633
2008-11-12 00:00:00-05:00,0.374465
2009-02-11 00:00:00-05:00,0.374465
2009-05-13 00:00:00-04:00,0.374465
2009-08-12 00:00:00-04:00,0.374465
2009-11-10 00:00:00-05:00,0.374465
2010-02-11 00:00:00-05:00,0.374465
2010-05-12 00:00:00-04:00,0.374465
2010-08-12 00:00:00-04:00,0.374465
2010-11-10 00:00:00-05:00,0.374465
2011-02-11 00:00:00-05:00,0.374465
2011-05-12 00:00:00-04:00,0.374465
2011-08-11 00:00:00-04:00,0.374465
2011-11-10 00:00:00-05:00,0.374465
2012-02-13 00:00:00-05:00,0.374465
2012-03-13 00:00:00-04:00,0.104137
2012-05-11 00:00:00-04:00,0.270328
2012-08-13 00:00:00-04:00,0.374465
2012-11-13 00:00:00-05:00,0.374465
2013-02-14 00:00:00-05:00,0.374465
2013-05-13 00:00:00-04:00,0.221113
2013-08-13 00:00:00-04:00,0.221113
2013-11-13 00:00:00-05:00,0.221113
2014-02-12 00:00:00-05:00,0.221113
2014-05-14 00:00:00-04:00,0.221113
2014-08-13 00:00:00-04:00,0.221113
2014-11-12 00:00:00-05:00,0.221113
2015-02-11 00:00:00-05:00,0.221113
2015-05-13 00:00:00-04:00,0.221113
2015-08-12 00:00:00-04:00,0.221113
2015-11-10 00:00:00-05:00,0.221113
2016-02-10 00:00:00-05:00,0.221113
2016-05-11 00:00:00-04:00,0.226819
2016-08-11 00:00:00-04:00,0.226819
2016-11-10 00:00:00-05:00,0.226819
2017-02-13 00:00:00-05:00,0.233951
2017-05-11 00:00:00-04:00,0.233951
2017-08-11 00:00:00-04:00,0.233951
2017-11-14 00:00:00-05:00,0.233951
2018-02-14 00:00:00-05:00,0.246077
2018-05-14 00:00:00-04:00,0.246077
2018-08-14 00:00:00-04:00,0.246077
2018-11-14 00:00:00-05:00,0.246077
2019-02-19 00:00:00-05:00,0.258916
2019-05-14 00:00:00-04:00,0.258916
2019-08-14 00:00:00-04:00,0.258916
2019-11-14 00:00:00-05:00,0.258916
2020-02-19 00:00:00-05:00,0.273181
2020-05-14 00:00:00-04:00,0.273181
2020-08-13 00:00:00-04:00,0.273181
2020-11-13 00:00:00-05:00,0.273181
2021-03-05 00:00:00-05:00,0.273181
2021-05-13 00:00:00-04:00,0.273181
2021-08-12 00:00:00-04:00,0.273181
2021-11-12 00:00:00-05:00,0.273181
2022-02-24 00:00:00-05:00,0.338
2022-05-12 00:00:00-04:00,0.338
2022-08-12 00:00:00-04:00,0.338
2022-11-14 00:00:00-05:00,0.338
2023-02-24 00:00:00-05:00,0.36
2023-05-12 00:00:00-04:00,0.36
2023-08-14 00:00:00-04:00,0.36
2023-11-14 00:00:00-05:00,0.36
2024-03-01 00:00:00-05:00,0.38
2024-05-10 00:00:00-04:00,0.38
2024-08-12 00:00:00-04:00,0.38
2024-11-08 00:00:00-05:00,0.38
