Date,Dividend
2011-04-28 00:00:00-04:00,0.14
2011-07-28 00:00:00-04:00,0.3
2011-10-27 00:00:00-04:00,0.3
2012-01-27 00:00:00-05:00,0.31
2012-04-26 00:00:00-04:00,0.32
2012-07-27 00:00:00-04:00,0.35
2012-10-31 00:00:00-04:00,0.36
2013-01-29 00:00:00-05:00,0.37
2013-04-25 00:00:00-04:00,0.38
2013-07-29 00:00:00-04:00,0.4
2013-10-29 00:00:00-04:00,0.41
2014-01-29 00:00:00-05:00,0.41
2014-04-28 00:00:00-04:00,0.42
2014-07-29 00:00:00-04:00,0.43
2014-10-29 00:00:00-04:00,0.44
2015-01-29 00:00:00-05:00,0.45
2015-04-28 00:00:00-04:00,0.48
2015-07-29 00:00:00-04:00,0.49
2015-10-29 00:00:00-04:00,0.51
2016-01-28 00:00:00-05:00,0.125
2016-04-28 00:00:00-04:00,0.125
2016-07-28 00:00:00-04:00,0.125
2016-10-28 00:00:00-04:00,0.125
2017-01-30 00:00:00-05:00,0.125
2017-04-27 00:00:00-04:00,0.125
2017-07-27 00:00:00-04:00,0.125
2017-10-30 00:00:00-04:00,0.125
2018-01-30 00:00:00-05:00,0.125
2018-04-27 00:00:00-04:00,0.2
2018-07-30 00:00:00-04:00,0.2
2018-10-30 00:00:00-04:00,0.2
2019-01-30 00:00:00-05:00,0.2
2019-04-29 00:00:00-04:00,0.25
2019-07-30 00:00:00-04:00,0.25
2019-10-30 00:00:00-04:00,0.25
2020-01-31 00:00:00-05:00,0.25
2020-05-01 00:00:00-04:00,0.263
2020-07-31 00:00:00-04:00,0.263
2020-10-30 00:00:00-04:00,0.263
2021-01-29 00:00:00-05:00,0.263
2021-04-29 00:00:00-04:00,0.27
2021-07-30 00:00:00-04:00,0.27
2021-10-29 00:00:00-04:00,0.27
2022-01-28 00:00:00-05:00,0.27
2022-04-29 00:00:00-04:00,0.278
2022-07-29 00:00:00-04:00,0.278
2022-10-28 00:00:00-04:00,0.278
2023-01-30 00:00:00-05:00,0.278
2023-04-28 00:00:00-04:00,0.283
2023-07-28 00:00:00-04:00,0.283
2023-10-30 00:00:00-04:00,0.283
2024-01-30 00:00:00-05:00,0.283
2024-04-29 00:00:00-04:00,0.288
2024-07-31 00:00:00-04:00,0.288
2024-10-31 00:00:00-04:00,0.288
